"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"1","RS Umum Daerah Dr. H. Yulidin Away","Jl. T. Ben Mahmud Nomor 86 A Tapaktuan",42,"2 menit",49,"2 menit",20,"2 menit","082198880051","11","1103",2021-08-06 22:48:49,"Non COVID-19"
"2","RS Umum Daerah Tamiang","Jl. Kesehatan Kab.Aceh Tamiang ",8,"47 menit",24,"47 menit",19,"47 menit","085372458720","11","1114",2021-08-06 22:48:49,"Non COVID-19"
"3","RS Umum Daerah Lubuk Basung","Jl. M.Hatta Padang Baru,Lubuk Basung",29,NA,34,NA,21,NA,"081261466699","13","1307",2021-08-06 22:48:50,"Non COVID-19"
"4","RS Daerah Kalabahi","Jl. Dr Sutomo Kalabahi Kab. Alor",6,"15 jam",21,"15 jam",48,"15 jam","082339126402","53","5307",2021-08-06 22:48:50,"Non COVID-19"
"5","RS Umum Mola","Jln. MASANG, RT 08 RW 04 KEL. WELAI TIMUR, KEC. TELUK MUTIARA, KAB. ALOR",NA,NA,NA,NA,3,"40 jam","08133864249","53","5307",2021-08-06 22:48:50,"Non COVID-19"
"6","RS Umum Daerah H. Abdul Manan Simatupang","Jl. Sisingamangaraja No. 310 Kisaran",16,"14 jam",11,"14 jam",34,"14 jam","081260809667","12","1208",2021-08-06 22:48:51,"Non COVID-19"
"7","RS Umum Ibu Kartini","Jl Syech Silau Rengas Kisaran",3,"37 jam",10,"37 jam",10,"37 jam","hotline tidak tersedia","12","1208",2021-08-06 22:48:51,"Non COVID-19"
"8","RS Umum Sei Dadap","Jl. Protokol Sei Dadap-Sumut",NA,NA,NA,NA,NA,NA,"082166064110","12","1208",2021-08-06 22:48:51,"Non COVID-19"
"9","RS Umum Wira Husada","Jl Kartini Nomor 209 Kisaran",1,NA,5,NA,14,NA,"082398963833","12","1208",2021-08-06 22:48:51,"Non COVID-19"
"10","RS Khusus Bedah BIMC","Jl. By Pass Ngurah Rai No.100X, Kuta - Badung",NA,NA,NA,NA,NA,NA,"0361761263","51","5103",2021-08-06 22:48:51,"Non COVID-19"
"11","RS Umum Kasih Ibu Kedonganan","Jl. Uluwatu No. 69 Kedonganan",4,NA,2,NA,3,NA,"0361703270","51","5103",2021-08-06 22:48:51,"Non COVID-19"
"12","RS Umum Daerah Balangan ","Jl. Lingkar Timur Km.1,7 Paringin Kab.Balangan ",7,"15 jam",7,"15 jam",46,"15 jam","05262094039","63","6311",2021-08-06 22:48:51,"Non COVID-19"
"13","RS Umum Daerah Al Ihsan Provinsi Jawa Barat","  Jl. Ki Astramanggala Bale Endah Kab. Bandung",3,NA,7,NA,3,NA,"02287799430","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"14","RS Umum Daerah Soreang"," Jl. Alun-Alun Utara No. 1 Soreang",8,"15 jam",37,"15 jam",25,"15 jam","0225891355","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"15","RS Unggul Karsa Medika","Jl. Taman Kopo Indah III Blok H No. 1, Desa MekarRahayu, Kecamatan MargaAsih, Kabupaten Bandung",3,"15 jam",2,"15 jam",25,"15 jam","02286011220","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"16","RS Umum Daerah Kesehatan Kerja","Jl. Raya Rancaekek KM. 27 NO. 612 Desa Nanjungmekar Kec. Rancaekek",2,"2 menit",8,"5 jam",15,"2 menit","0227798778","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"17","RS Umum Karya Pangalengan Bhakti Sehat","Jl. Raya Pangalengan No. 340 Pangalengan",NA,NA,7,NA,9,NA,"082130781625","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"18","RS Umum Bina Sehat ","Jl. Raya Dayeuhkolot No.325 Bandung",4,NA,0,NA,0,NA,"0225207963","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"19","RS Umum AMC ","Jl. Raya Cileunyi No.1, Cileunyi Wetan, Cileunyi, Bandung, Jawa Barat 40622",19,NA,20,NA,29,NA,"0813-1656-0227","32","3204",2021-08-06 22:48:51,"Non COVID-19"
"20","RS Umum Daerah Cililin","Jl. Blok Cinta Karya Desa Cililin Kecamatan Cililin Kabupaten Bandung Barat",1,NA,4,NA,23,"38 jam","082216236728","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"21","RS Umum Daerah Lembang","Jl. Raya Lembang KM.11,4 No.11 Desa Gudang Kahuripan Kec. Lembang",4,"14 jam",NA,NA,43,"14 jam","0222786879","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"22","RS Karisma Cimareme","Jl. Raya Cimareme No. 235 RT. 03 RW. 01 Kec.Ngamprah",1,NA,10,NA,10,NA,"0226866221","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"23","RS Umum Daerah Cikalong Wetan","Jl. Padalarang - Purwakarta KM 11 Cikalong Wetan",NA,NA,NA,NA,40,"19 jam","022868666243","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"24","RS Ibu dan Anak Kartini","Jl. Letkol GA Manulang No. 46 Padalarang Bandung Barat",3,NA,2,NA,4,NA,"hotline tidak tersedia","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"25","RS Ibu dan Anak Graha Medika Padalarang","Jl. Raya Padalarang Ruko Padalarang Point No. 527 ",7,NA,6,NA,6,NA,"02287785998","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"26","RS Jiwa Provinsi Jawa Barat","Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat",4,"15 jam",19,"15 jam",18,"15 jam","0222700909","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"27","RS Umum Cahya Kawaluyan","Jl. Parahyangan KM. 3 - Kota Baru Parahyangan Kec. Padalarang KBB",7,NA,2,NA,19,NA,"0226803700","32","3217",2021-08-06 22:48:53,"Non COVID-19"
"28","RS Umum Daerah Kabupaten Banggai ","Jl. Imam Bonjol KM 3 No. 14 Luwuk",27,"15 jam",38,"15 jam",87,"14 jam","046121820","72","7202",2021-08-06 22:48:54,"Non COVID-19"
"29","RS Umum Daerah Trikora Salakan","Jl. Trans Peling KM. 5 No. 1 Salakan",5,NA,14,"40 jam",42,"40 jam","082188611244","72","7201",2021-08-06 22:48:54,"Non COVID-19"
"30","RS Umum Daerah Depati Bahrin","Jl. Jend Sudirman No.195, Kel.Parit Padang Kec.Sungailiat Propinsi Kepulauan Bangka Belitung",18,"3 menit",12,"3 menit",23,"3 menit","071792489","19","1901",2021-08-06 22:48:55,"Non COVID-19"
"31","RS  Jiwa Sungai Liat","Jl. Jend Sudirman No. 345 Kel. Parit Padang Kec. Sungai Liat ",NA,NA,NA,NA,10,NA,"081368334999","19","1901",2021-08-06 22:48:55,"Non COVID-19"
"32","RS Umum Daerah Sjafrie Rachman Puding Besar","Jl. Raya Sungailiat Mentok Desa Puding Besar kecamatan Puding Besar ",NA,NA,NA,NA,0,NA,"081398430909","19","1901",2021-08-06 22:48:55,"Non COVID-19"
"33","RS Umum Daerah Kab.Bangka Tengah","Jl. By Pass No 01 Kec.Koba,Kab. Bangka Tengah",6,"14 jam",10,"14 jam",19,"38 jam","085383884511","19","1904",2021-08-06 22:48:55,"Non COVID-19"
"34","RS Umum Daerah Syarifah Ambami Rato Ebu","  Jl. Pemuda Kaffa No. 9 Bangkalan",8,"14 jam",6,"14 jam",33,"14 jam","0313095088","35","3526",2021-08-06 22:48:55,"Non COVID-19"
"35","RS Umum Daerah Kabupaten Bangli"," Jl. Brigjen Ngurah Rai No. 99X Bangli",6,"15 jam",15,NA,32,NA,"036691521","51","5106",2021-08-06 22:48:56,"Non COVID-19"
"36","RS Jiwa Provinsi Bali","Jl.Kusuma Yudha No. 29 Bangli",1,NA,24,NA,115,NA,"036691073","51","5106",2021-08-06 22:48:56,"Non COVID-19"
"37","RS Umum Bangli Medika Canti","Jl. Tirta Giri Kutri, LC Subak Aya, Bebalang",3,"10 jam",3,"10 jam",0,"10 jam","036691555","51","5106",2021-08-06 22:48:56,"Non COVID-19"
"38","RS Umum Daerah Ratu Zalecha","Jl Menteri Empat Martapura Kabupaten Banjar Kalimantan Selatan",32,NA,56,NA,62,NA,"05114789455","63","6303",2021-08-06 22:48:56,"Non COVID-19"
"39","RS Umum Emmanuel","Jl. Raya Purwareja Klampok - Banjarnegara",12,NA,16,NA,49,NA,"(0286) 479030","33","3304",2021-08-06 22:48:56,"Non COVID-19"
"40","RS Umum Daerah Panembahan Senopati","Jl Dr. Wahidin Sudiro Husodo Bantul",3,NA,4,NA,56,NA,"hotline tidak tersedia","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"41","RS Umum Santa Elisabeth","Ganjuran Sumbermulyo Bambanglipuro",3,NA,1,NA,3,NA,"02746460400","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"42","RSU PKU Muhammadiyah Bantul","Jl Jenderal Sudirman 124 Bantul",11,"13 jam",0,"13 jam",10,"13 jam","0274367437","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"43","RS Ibu Anak Ummi Khasanah","Jl Pemuda Ds Gandekan Bantul",1,"48 menit",0,"48 menit",0,"48 menit","0274367638","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"44","RS Umum Nur Hidayah","Jl Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul",1,"46 menit",8,"46 menit",35,"46 menit","085100472941","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"45","RS Umum Griya Mahardika Yogyakarta","jl. Parangtritis KM 4.5 gang Wijayakusuma No 212 Yogyakarta",9,"8 jam",3,"8 jam",2,"8 jam","0274445024","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"46","RS Paru Respira","Jl Panembahan Senopati No 4, Palbapang, Bantul, Yogyakarta",NA,NA,NA,NA,24,"14 jam","0274367326","34","3402",2021-08-06 22:48:56,"Non COVID-19"
"47","RS Umum Daerah Banyuasin","Jl. Raya Palembang - Betung Km.48,Pangkalan Balai Banyuasin",15,"11 jam",13,"11 jam",28,"11 jam","0711891647","16","1607",2021-08-06 22:48:57,"Non COVID-19"
"48","RS Bunda Medika Jakabaring","Jl. Gubernur H.A. Bastari Jakabaring Desa Sungai Kedukan Kecamatan Rambutan",12,NA,17,NA,19,NA,"085384532735","16","1607",2021-08-06 22:48:57,"Non COVID-19"
"49","RS Umum Pusat Dr. Rivai Abdullah","Jl. Sungai Kundur Kelurahan Mariana Kec. Banyuasin I ",8,"4 menit",10,"4 menit",46,"4 menit","07117537201","16","1607",2021-08-06 22:48:57,"Non COVID-19"
"50","RS umum Daerah Banyumas","Jl. Rumah Sakit No.1 Banyumas",8,"17 jam",11,"17 jam",44,"16 jam","0281796031","33","3302",2021-08-06 22:48:57,"Non COVID-19"
"51","RS Khusus Bedah Jatiwinangun"," Jl. Jatiwinangun No.54, Purwokerto",3,NA,6,NA,12,NA,"0281632632","33","3302",2021-08-06 22:48:57,"Non COVID-19"
"52","RS Ibu dan Anak Amanah","Jl Raya Kebokura No.37 Kec Sumpiuh Kab Banyumas",2,"kurang dari 1 menit",7,"kurang dari 1 menit",2,"kurang dari 1 menit","0282497548","33","3302",2021-08-06 22:48:57,"Non COVID-19"
"53","RS Umum Islam Purwokerto","Jl. H. Masyuri Rejasari No 39 Purwokerto",4,"kurang dari 1 menit",3,"kurang dari 1 menit",13,"kurang dari 1 menit","0281630019","33","3302",2021-08-06 22:48:57,"Non COVID-19"
"54","RS Umum Daerah Ajibarang","    Jl. Raya Pancasan No.1,Ajibarang Banyumas",9,"16 jam",14,"16 jam",30,"16 jam","02816570004","33","3302",2021-08-06 22:48:57,"Non COVID-19"
"55","RS Umum Dadi Keluarga","Jl. Perumnas Teluk No. 42 Kel. Teluk Kec. Purwokerto Selatan",13,"15 jam",27,NA,56,NA,"02816847366","33","3302",2021-08-06 22:48:57,"Non COVID-19"
"56","RS Umum Daerah Blambangan","  Jl. Letkol Istiqlah No. 49 Banyuwangi",14,"14 jam",23,"14 jam",68,"13 jam","0333421118 ","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"57","RS Umum Bhakti Husada","Jl. Krikilan-Glenmore Dusun Krajan, Tegalharjo",5,NA,0,"38 jam",4,NA,"0333821118","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"58","RS Umum Daerah Genteng","   Jl. Hasanudin No.98, Genteng, Banyuwangi",5,"20 jam",13,"20 jam",31,"20 jam","08113439904","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"59","RS Yasmin","Jl. Letkol Istiqlah Nomor 80-84 Banyuwangi",0,"11 jam",1,"11 jam",7,"11 jam","0333424671","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"60","RS Nahdlatul Ulama Banyuwangi","Jl. Raya Mangir No. 9, Kec. Rogojampi, Banyuwangi",NA,NA,4,"38 jam",10,"38 jam","0333632965","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"61","RS Al Huda ","Jl. Raya Gambiran No. 225, Desa Gambiran, Kec. Gambiran, Kab. Banyuwangi",4,"14 jam",13,NA,23,"14 jam","0333842034","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"62","RS Umum PKU Muhammadiyah Rogojampi","Jalan Diponegoro Nomor 20 Rogojampi, Kab. Banyuwangi",9,NA,19,NA,28,NA,"0333631149","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"63","RS Al-Rohmah Banyuwangi","Jl. A. Yani No. 37 Jajag Gambiran, Banyuwangi",5,NA,12,"47 menit",14,NA,"0333397267","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"64","RS Ibu dan Anak Rahayu Medika","Jl. Pekulo-Sukomukti No.09, Kebaman, Srono, Banyuwangi",NA,NA,1,NA,21,NA,"0333911542","35","3510",2021-08-06 22:48:58,"Non COVID-19"
"65","RS Umum Batara Siang","  Jl. Sultan Hasanudin 7 Pangkajene",61,"16 jam",23,"16 jam",21,"16 jam","0811415118","73","7310",2021-08-06 22:48:59,"Non COVID-19"
"66","RS Umum Qim","Jl. Urip Sumoharjo, Sambong",2,NA,1,NA,11,NA,"02854495222","33","3325",2021-08-06 22:48:59,"Non COVID-19"
"67","RS Umum Daerah Limpung","Jl. Dr. Soetomo No. 17A Limpung 51271",8,NA,NA,NA,NA,NA,"02854468362","33","3325",2021-08-06 22:48:59,"Non COVID-19"
"68","RS Umum Daerah Haji Abdoel Madjid Batoe","Jl. Prof. Dr. Sri Soedewi  Muara Bulian",17,"12 jam",8,"12 jam",50,"12 jam","074321043","15","1504",2021-08-06 22:49:00,"Non COVID-19"
"69","RS Mitra Medika Batang Hari","Jl. Gajah Mada Kel. Teratai Kec. Muara Bulian",NA,NA,NA,NA,NA,NA,"074321555","15","1504",2021-08-06 22:49:00,"Non COVID-19"
"70","RS Umum Daerah Batu Bara","Jl Datuk Kubah Batu Bara, Kwala  Gunung Kec. Lima Puluh Kab. Batu Bara",2,"35 jam",8,"10 jam",47,"35 jam","082277505868","12","1219",2021-08-06 22:49:00,"Non COVID-19"
"71","RS Umum Annisa","Jl. Cikarang Baru No.31 Cikarang Utara Bekasi",56,"15 jam",12,"15 jam",21,"15 jam","081219792097","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"72","Siloam Hospitals Lippo Cikarang","Jl. MH Thamrin Kav.105 Bekasi",7,"15 jam",16,"15 jam",15,"15 jam","02129636911","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"73","RS Umum Daerah Kab.Bekasi"," Jl. Teuku Umar Cibitung,Bekasi",8,NA,16,NA,30,"15 jam","02188374444","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"74","RS Umum Kartika Husada","Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi",1,NA,1,NA,16,"15 jam","081318273414","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"75","RS Amanda Cikarang Selatan","Jl. Raya Serang No. 83 Desa Sukadami Cikarang Selatan Kab. Bekasi",NA,NA,4,NA,7,"16 jam","0218971643","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"76","RS Umum Dokter Adam Talib","JL. TEUKU UMAR NO. 25 CIKARANG BARAT",46,"14 jam",26,"14 jam",19,"14 jam","082112767778","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"77","RS Umum Cibitung Medika","Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi",4,NA,4,NA,9,NA,"02188323444","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"78","RS Mitra Medika Narom","Jl. Desa Jatiwangi Cikedokan Kp. Kamurang",6,"16 jam",5,"15 jam",38,"15 jam","02189983741","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"79","RS Uni Medika Setu Bekasi","Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu",2,NA,8,NA,18,NA,"085891000553","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"80","RS Umum Kartika Husada Setu","Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu",10,NA,6,NA,32,NA,"02182610003","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"81","RS Umum Ridhoka Salma","Jl. Raya Imam Bonjol No 7 Cikarang Barat",2,"38 jam",4,"38 jam",5,"38 jam","02189116527","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"82","RS Umum Tiara","Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi",1,NA,3,NA,1,NA,"081388871708","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"83","RS Umum Omni Cikarang","Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.",22,"14 jam",11,"14 jam",16,"14 jam","02129779999","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"84","RS Umum Pinna","Jl. Karang Satria No. 4-5 Bekasi",2,"15 jam",15,NA,12,NA,"0218827554","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"85","RS Umum Dr. Iqbali Taufan","Villa Mutiara Cikarang 2 Blok. E3 No.16-20 Sukasejati Kec. Cikarang Selatan Kab. Bekasi",NA,NA,NA,NA,5,NA,"081383215660","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"86","RS Umum As-Shofwan","Jl. Raya Karawang - Bekasi km.30 Ds. Bojongsari, Kec. Kedungwaringin.",NA,NA,4,NA,27,"44 jam","02189141890","32","3216",2021-08-06 22:49:01,"Non COVID-19"
"87","RS Umum Daerah  Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar",8,"14 jam",15,"14 jam",39,"14 jam","081949244641","19","1906",2021-08-06 22:49:01,"Non COVID-19"
"88","RS Umum Daerah MGR Gabriel Manek"," Jl. Dr Sutomo No.2 Atambua",24,"15 jam",28,"15 jam",50,"15 jam","082147511229","53","5306",2021-08-06 22:49:01,"Non COVID-19"
"89","RS Katholik Marianum Halilulik"," Jl. Paroki Roh Kudus, Halilulik Kab.Belu",4,"11 jam",9,"11 jam",35,"11 jam","hotline tidak tersedia","53","5306",2021-08-06 22:49:01,"Non COVID-19"
"90","RS Sito Husada","Jl. KH.Dewantara No.15,Atambua Belu",3,NA,3,NA,25,NA,"hotline tidak tersedia","53","5306",2021-08-06 22:49:01,"Non COVID-19"
"91","RS Umum Daerah  Bengkalis","Jl Kelapapati Tengah No.90, Bengkalis",16,"14 jam",14,"14 jam",7,"14 jam","07667008400","14","1408",2021-08-06 22:49:02,"Non COVID-19"
"92","RS Umum  Thursina","Jl Hangtuah No. 93",4,NA,18,NA,11,NA,"082384220204","14","1408",2021-08-06 22:49:02,"Non COVID-19"
"93","RS Umum  Permata Hati","Jl Jend. Sudirman No. 37",3,"16 jam",5,NA,20,NA,"081261823811","14","1408",2021-08-06 22:49:02,"Non COVID-19"
"94","RS Umum Daerah Bengkayang","Jl. Sanggau Ledo ",8,"38 jam",19,"34 jam",32,"34 jam","085752017905","61","6102",2021-08-06 22:49:02,"Non COVID-19"
"95","RS Hana Charitas Arga Makmur","Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara",11,NA,11,NA,24,NA,"0737522300","17","1703",2021-08-06 22:49:03,"Non COVID-19"
"96","RS Umum Bima"," Jl. Langsat No. 1 Raba Kota Bima",2,"14 jam",2,"14 jam",23,"15 jam","081353536046","52","5206",2021-08-06 22:49:04,"Non COVID-19"
"97","RS Umum  Aulia Blitar","Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar",2,NA,14,NA,13,NA,"0342444168","35","3505",2021-08-06 22:49:05,"Non COVID-19"
"98","RS Umum Daerah Srengat Kab. Blitar","Jl. Raya Dandong RT. 02/RW. 03 Kec. Srengat",2,"14 jam",3,"14 jam",4,"14 jam","03425651555","35","3505",2021-08-06 22:49:05,"Non COVID-19"
"99","RS Umum An-Nisaa","Jl. Suparyono Timur No. 1, Bajang Talun Blitar",1,NA,5,NA,8,"35 jam","0342692999","35","3505",2021-08-06 22:49:05,"Non COVID-19"
"100","RS Umum Bantuan Blora","Jl. Dr. Sutomo No.45, Blora",1,NA,8,"17 jam",23,"17 jam","0296531041","33","3316",2021-08-06 22:49:05,"Non COVID-19"
"101","RS Umum Daerah Tani dan Nelayan"," Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo",13,"12 jam",28,"12 jam",47,"12 jam","081355563336","75","7501",2021-08-06 22:49:06,"Non COVID-19"
"102","RS Paru Dr. M. Goenawan Partowidigdo","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",NA,NA,NA,NA,7,"3 menit","02518253630","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"103","RS Umum Daerah Ciawi","Jl. Raya Puncak 479 Ciawi Bogor",15,"2 menit",16,"2 menit",26,"2 menit","082119041792","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"104","RS Umum Daerah Leuwiliang","Jl. Raya Cibeber - Leuwiliang Bogor",33,"1 menit",21,"1 menit",28,"1 menit","0251 8643490","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"105","RS Umum Annisa","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",1,NA,9,NA,6,NA,"02183710769","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"106","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor",5,NA,5,NA,11,NA,"02187911000","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"107","RS Umum Citama","Jl. Raya Pabuaran No. 52 Bogor",4,NA,38,NA,0,NA,"02187985555","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"108","RS Umum Daerah Cileungsi"," Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor",0,"30 menit",0,"30 menit",0,"30 menit","02189934668","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"109","RS Umum Karya Bhakti Pratiwi","Jl. Raya Dramaga KM. 7 Bogor",7,"29 menit",30,"29 menit",15,"29 menit","02518626666","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"110","RS EMC Sentul","Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",4,"21 jam",3,"21 jam",0,"21 jam","087700141777","32","3201",2021-08-06 22:49:06,"Non COVID-19"
"111","RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo"," Jl. Veteran No 36, Bojonegoro",18,"15 jam",23,"15 jam",41,"15 jam","08113224972","35","3522",2021-08-06 22:49:06,"Non COVID-19"
"112","RS Umum Daerah Sumberrejo","Jl. Raya No. 231 Sumberrejo, Bojonegoro",2,"12 jam",4,"12 jam",23,"12 jam","0353331530","35","3522",2021-08-06 22:49:06,"Non COVID-19"
"113","RS Umum Daerah Tombulilato","  Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70",3,"13 jam",1,"13 jam",26,"13 jam","085394107787","75","7504",2021-08-06 22:49:08,"Non COVID-19"
"114","RS Umum Daerah Toto Kabila","Jl.Kesehatan no 25,  kec.Tilongkabila, kab.Bone Bolango",18,"12 jam",12,"12 jam",63,"12 jam","081356906694","75","7504",2021-08-06 22:49:08,"Non COVID-19"
"115","RS Umum  Karanggede Sisma Medika","Jl. Raya Karanggede - Solo KM.1, Boyolali",0,NA,4,NA,27,NA,"0298610600","33","3309",2021-08-06 22:49:08,"Non COVID-19"
"116","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali",4,"19 menit",8,"19 menit",26,"19 menit","02763294719","33","3309",2021-08-06 22:49:08,"Non COVID-19"
"117","RS Umum Hidayah Boyolali","Kragilan, Mojosongo, Boyolali",15,"2 jam",21,"2 jam",22,"2 jam","0276324614","33","3309",2021-08-06 22:49:08,"Non COVID-19"
"118","RS Indriati Boyolali","Jl. Raya Boyolali Solo KM. 02 Mojosongo Boyolali",4,"13 jam",7,"13 jam",18,"13 jam","02763280111","33","3309",2021-08-06 22:49:08,"Non COVID-19"
"119","RS Umum Islam Boyolali","Jl. Raya Boyolali Klaten Kemiri Mojosongo",8,NA,11,NA,19,NA,"(0276) 3282158","33","3309",2021-08-06 22:49:08,"Non COVID-19"
"120","RS Umum Daerah Brebes","Jl. Jend.Sudirman No.181, Brebes",15,"14 jam",12,"14 jam",77,"14 jam","0283-671431","33","3329",2021-08-06 22:49:09,"Non COVID-19"
"121","RS umum Karya Dharma Husada","Jl. Yudistra No. 7 Singaraja",NA,NA,NA,NA,21,NA,"036221890","51","5108",2021-08-06 22:49:09,"Non COVID-19"
"122","RS Umum Daerah Tangguwisia","Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali",1,NA,2,NA,21,NA,"03623361387","51","5108",2021-08-06 22:49:09,"Non COVID-19"
"123","RS Umum Daerah H. Hanafie","Jl. Teuku Umar 88  Muara Bungo",8,"37 jam",1,"22 jam",20,"37 jam","085378607477","15","1509",2021-08-06 22:49:10,"Non COVID-19"
"124","RS Jabal Rahmah Medika","Jl. RM Thaher RT. 015 RW. 005 Kel. Cadika Kec. Rimbo Tengah",5,"45 jam",2,"45 jam",14,"45 jam","082180320002","15","1509",2021-08-06 22:49:10,"Non COVID-19"
"125","RS Umum Daerah Kabupaten Buton Selatan"," JL GAJAH MADA Kel. Laompo Kec. Batauga Kab. Buton Selatan Telp/Fax.(0402)",NA,NA,2,"10 jam",20,"10 jam","085340425378","74","7415",2021-08-06 22:49:11,"Non COVID-19"
"126","RS Umum Permata Bunda","Jl. Mr. Iwa Kusumasomantri No.1 Ciamis",3,NA,11,NA,11,NA,"0265771650","32","3207",2021-08-06 22:49:12,"Non COVID-19"
"127","RS Umum Al-Arif"," Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis",11,NA,16,NA,31,NA,"0265777391","32","3207",2021-08-06 22:49:12,"Non COVID-19"
"128","RS Umum Dadi Keluarga Ciamis","Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",1,"15 jam",13,"15 jam",8,"15 jam","02652750777","32","3207",2021-08-06 22:49:12,"Non COVID-19"
"129","RS Khusus Bedah RSOP Ciamis","Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing",6,NA,8,NA,14,NA,"02657600450","32","3207",2021-08-06 22:49:12,"Non COVID-19"
"130","RS Umum Daerah Cimacan","Jl. Raya Cimacan No.17, Cianjur",10,"kurang dari 1 menit",12,"kurang dari 1 menit",37,"kurang dari 1 menit","02632950771","32","3203",2021-08-06 22:49:12,"Non COVID-19"
"131","RS Umum Daerah Cilacap","Jl. Gatot Subroto 28 Cilacap RT 04 / RW O5",18,"23 jam",37,"23 jam",47,"23 jam","0282533010","33","3301",2021-08-06 22:49:12,"Non COVID-19"
